id,name,sheet,image,index,row,column,x,y,width,height
new-01-027,Kuba Raffia Pattern Portrait,1,clio_new_styles_sheet_01.png,26,2,6,1800,600,300,300
new-01-028,Tuareg Silver-Engraving Graphic,1,clio_new_styles_sheet_01.png,27,2,7,2100,600,300,300
new-01-029,Senegalese Glass-Painting Poster,1,clio_new_styles_sheet_01.png,28,2,8,2400,600,300,300
new-01-030,East African Sign-Painter Realism,1,clio_new_styles_sheet_01.png,29,2,9,2700,600,300,300
new-01-031,Persian Qajar Lacquer Portrait,1,clio_new_styles_sheet_01.png,30,3,0,0,900,300,300
new-01-032,Ottoman Shadow-Puppet Graphic,1,clio_new_styles_sheet_01.png,31,3,1,300,900,300,300
new-01-033,Levantine Mother-of-Pearl Inlay Art,1,clio_new_styles_sheet_01.png,32,3,2,600,900,300,300
new-01-034,Yemeni Stained-Glass Color Blocking,1,clio_new_styles_sheet_01.png,33,3,3,900,900,300,300
new-01-035,Kashmiri Papier-Mache Miniature,1,clio_new_styles_sheet_01.png,34,3,4,1200,900,300,300
new-01-036,Bidriware Silver-Inlay Portrait,1,clio_new_styles_sheet_01.png,35,3,5,1500,900,300,300
new-01-037,Khatam Geometric Marquetry,1,clio_new_styles_sheet_01.png,36,3,6,1800,900,300,300
new-01-038,Pichwai Textile-Theatre Painting,1,clio_new_styles_sheet_01.png,37,3,7,2100,900,300,300
new-01-039,Rajasthani Phad Scroll Graphic,1,clio_new_styles_sheet_01.png,38,3,8,2400,900,300,300
new-01-040,Deccani Album-Painting Modernism,1,clio_new_styles_sheet_01.png,39,3,9,2700,900,300,300
new-01-041,Joseon Minhwa Pop Portrait,1,clio_new_styles_sheet_01.png,40,4,0,0,1200,300,300
new-01-042,Korean Chaekgeori Room Portrait,1,clio_new_styles_sheet_01.png,41,4,1,300,1200,300,300
new-01-043,Japanese Mingei Stencil Print,1,clio_new_styles_sheet_01.png,42,4,2,600,1200,300,300
new-01-044,Ryukyu Bingata Dye Illustration,1,clio_new_styles_sheet_01.png,43,4,3,900,1200,300,300
new-01-045,Ainu Attus Pattern Graphic,1,clio_new_styles_sheet_01.png,44,4,4,1200,1200,300,300
new-01-046,Chinese New-Year Woodblock Modernism,1,clio_new_styles_sheet_01.png,45,4,5,1500,1200,300,300
new-01-047,Shanghai Calendar-Girl Reimagining,1,clio_new_styles_sheet_01.png,46,4,6,1800,1200,300,300
new-01-048,Vietnamese Dong Ho Pop Print,1,clio_new_styles_sheet_01.png,47,4,7,2100,1200,300,300
new-01-049,Thai Temple-Mural Editorial,1,clio_new_styles_sheet_01.png,48,4,8,2400,1200,300,300
new-01-050,Burmese Parabaik Manuscript Color,1,clio_new_styles_sheet_01.png,49,4,9,2700,1200,300,300
new-01-051,Mexican Ex-Voto Domestic Scene,1,clio_new_styles_sheet_01.png,50,5,0,0,1500,300,300
new-01-052,Andean Retablo Box-Painting Look,1,clio_new_styles_sheet_01.png,51,5,1,300,1500,300,300
new-01-053,Peruvian Chicha Poster Portrait,1,clio_new_styles_sheet_01.png,52,5,2,600,1500,300,300
new-01-054,Amazonian Kené Pattern Realism,1,clio_new_styles_sheet_01.png,53,5,3,900,1500,300,300
new-01-055,Brazilian Cordel Woodcut Modernism,1,clio_new_styles_sheet_01.png,54,5,4,1200,1500,300,300
new-01-056,Argentine Fileteado Portrait Frame,1,clio_new_styles_sheet_01.png,55,5,5,1500,1500,300,300
new-01-057,Chilean Arpillera Textile Scene,1,clio_new_styles_sheet_01.png,56,5,6,1800,1500,300,300
new-01-058,Caribbean Rum-Label Illustration,1,clio_new_styles_sheet_01.png,57,5,7,2100,1500,300,300
new-01-059,Haitian Metal-Cutout Graphic,1,clio_new_styles_sheet_01.png,58,5,8,2400,1500,300,300
new-01-060,Cuban Matchbox-Label Modernism,1,clio_new_styles_sheet_01.png,59,5,9,2700,1500,300,300
new-01-061,Letterpress Specimen Without Type,1,clio_new_styles_sheet_01.png,60,6,0,0,1800,300,300
new-01-062,Security-Guilloche Portrait,1,clio_new_styles_sheet_01.png,61,6,1,300,1800,300,300
new-01-063,Microfilm Archive Aesthetic,1,clio_new_styles_sheet_01.png,62,6,2,600,1800,300,300
new-01-064,Carbon-Copy Office Illustration,1,clio_new_styles_sheet_01.png,63,6,3,900,1800,300,300
new-01-065,Fax-Thermal Ghost Image,1,clio_new_styles_sheet_01.png,64,6,4,1200,1800,300,300
new-01-066,Photostat High-Contrast Graphic,1,clio_new_styles_sheet_01.png,65,6,5,1500,1800,300,300
new-01-067,Blueprint-With-Gold Annotation,1,clio_new_styles_sheet_01.png,66,6,6,1800,1800,300,300
new-01-068,Map-Lithography Portrait,1,clio_new_styles_sheet_01.png,67,6,7,2100,1800,300,300
new-01-069,Postage-Stamp Intaglio Scene,1,clio_new_styles_sheet_01.png,68,6,8,2400,1800,300,300
new-01-070,Library-Card Catalog Nostalgia,1,clio_new_styles_sheet_01.png,69,6,9,2700,1800,300,300
new-01-071,Cut-Paper Theatre Silhouette,1,clio_new_styles_sheet_01.png,70,7,0,0,2100,300,300
new-01-072,Torn-Tissue Collage Realism,1,clio_new_styles_sheet_01.png,71,7,1,300,2100,300,300
new-01-073,Pressed-Flower Botanical Portrait,1,clio_new_styles_sheet_01.png,72,7,2,600,2100,300,300
new-01-074,Marbled-Paper Ebru Figure,1,clio_new_styles_sheet_01.png,73,7,3,900,2100,300,300
new-01-075,Shellac-and-Sawdust Relief,1,clio_new_styles_sheet_01.png,74,7,4,1200,2100,300,300
new-01-076,Eggshell-Mosaic Portrait,1,clio_new_styles_sheet_01.png,75,7,5,1500,2100,300,300
new-01-077,Cork-Inlay Illustration,1,clio_new_styles_sheet_01.png,76,7,6,1800,2100,300,300
new-01-078,Tin-Foil Repousse Graphic,1,clio_new_styles_sheet_01.png,77,7,7,2100,2100,300,300
new-01-079,Milk-Glass Cameo Portrait,1,clio_new_styles_sheet_01.png,78,7,8,2400,2100,300,300
new-01-080,Sandblasted-Mirror Illustration,1,clio_new_styles_sheet_01.png,79,7,9,2700,2100,300,300
new-01-081,Soft-Airbrush Catalog Dream,1,clio_new_styles_sheet_01.png,80,8,0,0,2400,300,300
new-01-082,1980s Mall-Portrait Fantasy,1,clio_new_styles_sheet_01.png,81,8,1,300,2400,300,300
new-01-083,1990s CD-Booklet Editorial,1,clio_new_styles_sheet_01.png,82,8,2,600,2400,300,300
new-01-084,Y2K Stationery Mascot Realism,1,clio_new_styles_sheet_01.png,83,8,3,900,2400,300,300
new-01-085,Early-Web Dollmaker Aesthetic,1,clio_new_styles_sheet_01.png,84,8,4,1200,2400,300,300
new-01-086,Desktop-Publishing Clipart Deluxe,1,clio_new_styles_sheet_01.png,85,8,5,1500,2400,300,300
new-01-087,VHS Karaoke Backdrop Art,1,clio_new_styles_sheet_01.png,86,8,6,1800,2400,300,300
new-01-088,Public-Access TV Title-Card Look,1,clio_new_styles_sheet_01.png,87,8,7,2100,2400,300,300
new-01-089,Video-Store Box-Art Painting,1,clio_new_styles_sheet_01.png,88,8,8,2400,2400,300,300
new-01-090,Laserdisc Jacket Editorial,1,clio_new_styles_sheet_01.png,89,8,9,2700,2400,300,300
new-01-091,Architectural Competition Collage,1,clio_new_styles_sheet_01.png,90,9,0,0,2700,300,300
new-01-092,Museum-Diorama Photography,1,clio_new_styles_sheet_01.png,91,9,1,300,2700,300,300
new-01-093,Miniature-Theatre Set Portrait,1,clio_new_styles_sheet_01.png,92,9,2,600,2700,300,300
new-01-094,Retail-Window Display Surrealism,1,clio_new_styles_sheet_01.png,93,9,3,900,2700,300,300
new-01-095,Cosmetic-Counter Lightbox Art,1,clio_new_styles_sheet_01.png,94,9,4,1200,2700,300,300
new-01-096,Department-Store Catalog Gouache,1,clio_new_styles_sheet_01.png,95,9,5,1500,2700,300,300
new-01-097,Luxury Packaging Illustration,1,clio_new_styles_sheet_01.png,96,9,6,1800,2700,300,300
new-01-098,Perfume-Blotter Watercolor,1,clio_new_styles_sheet_01.png,97,9,7,2100,2700,300,300
new-01-099,Fashion-Swatchbook Portrait,1,clio_new_styles_sheet_01.png,98,9,8,2400,2700,300,300
new-01-100,Editorial Moodboard Assemblage,1,clio_new_styles_sheet_01.png,99,9,9,2700,2700,300,300
new-02-001,Signed-Distance-Field Porcelain,2,clio_new_styles_sheet_02.png,0,0,0,0,0,300,300
new-02-002,Point-Cloud Fashion Portrait,2,clio_new_styles_sheet_02.png,1,0,1,300,0,300,300
new-02-003,Gaussian-Splat Dream Capture,2,clio_new_styles_sheet_02.png,2,0,2,600,0,300,300
new-02-004,Neural-Radiance-Field Diorama,2,clio_new_styles_sheet_02.png,3,0,3,900,0,300,300
new-02-005,Voxel-Carved Editorial,2,clio_new_styles_sheet_02.png,4,0,4,1200,0,300,300
new-02-006,Subsurface-Scattering Wax Render,2,clio_new_styles_sheet_02.png,5,0,5,1500,0,300,300
new-02-007,Anisotropic-Hair Shader Poster,2,clio_new_styles_sheet_02.png,6,0,6,1800,0,300,300
new-02-008,Toon-Shader With Ink Boil,2,clio_new_styles_sheet_02.png,7,0,7,2100,0,300,300
new-02-009,Path-Traced Paper Miniature,2,clio_new_styles_sheet_02.png,8,0,8,2400,0,300,300
new-02-010,Ray-Marched Crystal Figure,2,clio_new_styles_sheet_02.png,9,0,9,2700,0,300,300
new-02-011,Reaction-Diffusion Skin Pattern,2,clio_new_styles_sheet_02.png,10,1,0,0,300,300,300
new-02-012,Cellular-Automata Roomscape,2,clio_new_styles_sheet_02.png,11,1,1,300,300,300,300
new-02-013,Quasicrystal Ornament Portrait,2,clio_new_styles_sheet_02.png,12,1,2,600,300,300,300
new-02-014,Voronoi-Stained Digital Glass,2,clio_new_styles_sheet_02.png,13,1,3,900,300,300,300
new-02-015,Vector-Field Hair Flow,2,clio_new_styles_sheet_02.png,14,1,4,1200,300,300,300
new-02-016,Perlin-Noise Gouache Simulation,2,clio_new_styles_sheet_02.png,15,1,5,1500,300,300,300
new-02-017,Fractal-Flame Fashion Art,2,clio_new_styles_sheet_02.png,16,1,6,1800,300,300,300
new-02-018,Strange-Attractor Light Drawing,2,clio_new_styles_sheet_02.png,17,1,7,2100,300,300,300
new-02-019,L-System Botanical Interior,2,clio_new_styles_sheet_02.png,18,1,8,2400,300,300,300
new-02-020,Metaball Liquid Character,2,clio_new_styles_sheet_02.png,19,1,9,2700,300,300,300
new-02-021,CRT Vector-Display Portrait,2,clio_new_styles_sheet_02.png,20,2,0,0,600,300,300
new-02-022,Oscilloscope Line Illustration,2,clio_new_styles_sheet_02.png,21,2,1,300,600,300,300
new-02-023,Raster-Scan Displacement Art,2,clio_new_styles_sheet_02.png,22,2,2,600,600,300,300
new-02-024,Datamosh Pastel Realism,2,clio_new_styles_sheet_02.png,23,2,3,900,600,300,300
new-02-025,Packet-Loss Mosaic Portrait,2,clio_new_styles_sheet_02.png,24,2,4,1200,600,300,300
new-02-026,Error-Diffusion Dither Deluxe,2,clio_new_styles_sheet_02.png,25,2,5,1500,600,300,300
new-02-027,Ordered-Bayer Fashion Graphic,2,clio_new_styles_sheet_02.png,26,2,6,1800,600,300,300
new-02-028,Palette-Cycling Pixel Painting,2,clio_new_styles_sheet_02.png,27,2,7,2100,600,300,300
new-02-029,Scanline-Doubled Anime Realism,2,clio_new_styles_sheet_02.png,28,2,8,2400,600,300,300
new-02-030,Subpixel-RGB Weave Portrait,2,clio_new_styles_sheet_02.png,29,2,9,2700,600,300,300
new-02-031,Isometric Soft-Shadow Vector,2,clio_new_styles_sheet_02.png,30,3,0,0,900,300,300
new-02-032,Axonometric Cutaway Bedroom,2,clio_new_styles_sheet_02.png,31,3,1,300,900,300,300
new-02-033,Exploded-View Fashion Diagram,2,clio_new_styles_sheet_02.png,32,3,2,600,900,300,300
new-02-034,Parametric-Ribbon Portrait,2,clio_new_styles_sheet_02.png,33,3,3,900,900,300,300
new-02-035,Generative-Pen-Plotter Look,2,clio_new_styles_sheet_02.png,34,3,4,1200,900,300,300
new-02-036,Algorithmic Quilting Graphic,2,clio_new_styles_sheet_02.png,35,3,5,1500,900,300,300
new-02-037,Procedural-Tile Editorial,2,clio_new_styles_sheet_02.png,36,3,6,1800,900,300,300
new-02-038,Constraint-Based Shape Grammar,2,clio_new_styles_sheet_02.png,37,3,7,2100,900,300,300
new-02-039,Topological Contour Portrait,2,clio_new_styles_sheet_02.png,38,3,8,2400,900,300,300
new-02-040,Computational String-Art Figure,2,clio_new_styles_sheet_02.png,39,3,9,2700,900,300,300
new-02-041,Volumetric Fog-Slice Render,2,clio_new_styles_sheet_02.png,40,4,0,0,1200,300,300
new-02-042,Depth-Map Duotone Relief,2,clio_new_styles_sheet_02.png,41,4,1,300,1200,300,300
new-02-043,Normal-Map Candy Color,2,clio_new_styles_sheet_02.png,42,4,2,600,1200,300,300
new-02-044,UV-Unwrapped Fashion Collage,2,clio_new_styles_sheet_02.png,43,4,3,900,1200,300,300
new-02-045,Wireframe-and-Velvet Hybrid,2,clio_new_styles_sheet_02.png,44,4,4,1200,1200,300,300
new-02-046,Boolean-Cut Plastic Sculpture,2,clio_new_styles_sheet_02.png,45,4,5,1500,1200,300,300
new-02-047,Low-Poly Facet Glamour,2,clio_new_styles_sheet_02.png,46,4,6,1800,1200,300,300
new-02-048,High-Poly Turntable Beauty,2,clio_new_styles_sheet_02.png,47,4,7,2100,1200,300,300
new-02-049,NURBS-Chrome Editorial,2,clio_new_styles_sheet_02.png,48,4,8,2400,1200,300,300
new-02-050,CAD-Clay Concept Render,2,clio_new_styles_sheet_02.png,49,4,9,2700,1200,300,300
new-02-051,Photogrammetry Museum Scan,2,clio_new_styles_sheet_02.png,50,5,0,0,1500,300,300
new-02-052,Structured-Light Color Bands,2,clio_new_styles_sheet_02.png,51,5,1,300,1500,300,300
new-02-053,LiDAR Reflectance Portrait,2,clio_new_styles_sheet_02.png,52,5,2,600,1500,300,300
new-02-054,Thermal-Depth Fusion Image,2,clio_new_styles_sheet_02.png,53,5,3,900,1500,300,300
new-02-055,Multispectral False-Color Fashion,2,clio_new_styles_sheet_02.png,54,5,4,1200,1500,300,300
new-02-056,Hyperspectral Material Map,2,clio_new_styles_sheet_02.png,55,5,5,1500,1500,300,300
new-02-057,Polarization-Map Beauty Art,2,clio_new_styles_sheet_02.png,56,5,6,1800,1500,300,300
new-02-058,Surface-Normal Illustration,2,clio_new_styles_sheet_02.png,57,5,7,2100,1500,300,300
new-02-059,Ambient-Occlusion Paper Art,2,clio_new_styles_sheet_02.png,58,5,8,2400,1500,300,300
new-02-060,Depth-Peeling Glass Layers,2,clio_new_styles_sheet_02.png,59,5,9,2700,1500,300,300
new-02-061,Liquid-Crystal Shader Portrait,2,clio_new_styles_sheet_02.png,60,6,0,0,1800,300,300
new-02-062,Holographic-Foil CG Render,2,clio_new_styles_sheet_02.png,61,6,1,300,1800,300,300
new-02-063,Dichroic-Glass Fashion Scene,2,clio_new_styles_sheet_02.png,62,6,2,600,1800,300,300
new-02-064,Iridescent Thin-Film Realism,2,clio_new_styles_sheet_02.png,63,6,3,900,1800,300,300
new-02-065,Opalescent Caustic Illustration,2,clio_new_styles_sheet_02.png,64,6,4,1200,1800,300,300
new-02-066,Fresnel-Rim Velvet Render,2,clio_new_styles_sheet_02.png,65,6,5,1500,1800,300,300
new-02-067,Chromatic-Dispersion Crystal Art,2,clio_new_styles_sheet_02.png,66,6,6,1800,1800,300,300
new-02-068,Prismatic-Refraction Editorial,2,clio_new_styles_sheet_02.png,67,6,7,2100,1800,300,300
new-02-069,Photoelastic Stress-Color Figure,2,clio_new_styles_sheet_02.png,68,6,8,2400,1800,300,300
new-02-070,Polarized-Acrylic Lightbox,2,clio_new_styles_sheet_02.png,69,6,9,2700,1800,300,300
new-02-071,Soft-Body Simulation Portrait,2,clio_new_styles_sheet_02.png,70,7,0,0,2100,300,300
new-02-072,Cloth-Solver Couture Study,2,clio_new_styles_sheet_02.png,71,7,1,300,2100,300,300
new-02-073,Particle-Hair Silhouette,2,clio_new_styles_sheet_02.png,72,7,2,600,2100,300,300
new-02-074,Fluid-Simulation Ink Room,2,clio_new_styles_sheet_02.png,73,7,3,900,2100,300,300
new-02-075,Smoke-Advection Fashion Art,2,clio_new_styles_sheet_02.png,74,7,4,1200,2100,300,300
new-02-076,Sand-Simulation Figure Study,2,clio_new_styles_sheet_02.png,75,7,5,1500,2100,300,300
new-02-077,Rigid-Body Paper Collage,2,clio_new_styles_sheet_02.png,76,7,6,1800,2100,300,300
new-02-078,Spring-Mesh Character Render,2,clio_new_styles_sheet_02.png,77,7,7,2100,2100,300,300
new-02-079,Tessellated-Skin Motion Graphic,2,clio_new_styles_sheet_02.png,78,7,8,2400,2100,300,300
new-02-080,Morph-Target Editorial Dream,2,clio_new_styles_sheet_02.png,79,7,9,2700,2100,300,300
new-02-081,WebGL Shader-Toy Surrealism,2,clio_new_styles_sheet_02.png,80,8,0,0,2400,300,300
new-02-082,Demo-Scene Neon Geometry,2,clio_new_styles_sheet_02.png,81,8,1,300,2400,300,300
new-02-083,Procedural-Material Showcase,2,clio_new_styles_sheet_02.png,82,8,2,600,2400,300,300
new-02-084,Realtime-Raytracing Glamour,2,clio_new_styles_sheet_02.png,83,8,3,900,2400,300,300
new-02-085,Virtual-Production LED Look,2,clio_new_styles_sheet_02.png,84,8,4,1200,2400,300,300
new-02-086,Motion-Capture Preview Chic,2,clio_new_styles_sheet_02.png,85,8,5,1500,2400,300,300
new-02-087,Digital-Human Calibration Art,2,clio_new_styles_sheet_02.png,86,8,6,1800,2400,300,300
new-02-088,Game-Engine Photo-Mode Dream,2,clio_new_styles_sheet_02.png,87,8,7,2100,2400,300,300
new-02-089,Synthetic-Data Portrait,2,clio_new_styles_sheet_02.png,88,8,8,2400,2400,300,300
new-02-090,Benchmark-Scene Romanticism,2,clio_new_styles_sheet_02.png,89,8,9,2700,2400,300,300
new-02-091,ASCII-Density Portrait Deluxe,2,clio_new_styles_sheet_02.png,90,9,0,0,2700,300,300
new-02-092,Unicode-Block Mosaic Realism,2,clio_new_styles_sheet_02.png,91,9,1,300,2700,300,300
new-02-093,Terminal-Phosphor Fashion Art,2,clio_new_styles_sheet_02.png,92,9,2,600,2700,300,300
new-02-094,Dot-Matrix Printer CG Hybrid,2,clio_new_styles_sheet_02.png,93,9,3,900,2700,300,300
new-02-095,Plotter-Path Neon Portrait,2,clio_new_styles_sheet_02.png,94,9,4,1200,2700,300,300
new-02-096,Barcode-Stripe Abstraction,2,clio_new_styles_sheet_02.png,95,9,5,1500,2700,300,300
new-02-097,QR-Module Textile Graphic,2,clio_new_styles_sheet_02.png,96,9,6,1800,2700,300,300
new-02-098,Binary-Punchcard Portrait,2,clio_new_styles_sheet_02.png,97,9,7,2100,2700,300,300
new-02-099,Hex-Dump Color Field,2,clio_new_styles_sheet_02.png,98,9,8,2400,2700,300,300
new-02-100,Source-Code Syntax Collage,2,clio_new_styles_sheet_02.png,99,9,9,2700,2700,300,300
new-03-001,1930s Silhouette-Theatre Animation,3,clio_new_styles_sheet_03.png,0,0,0,0,0,300,300
new-03-002,1940s Wartime Training Cartoon,3,clio_new_styles_sheet_03.png,1,0,1,300,0,300,300
new-03-003,1950s Modernist TV Bumper,3,clio_new_styles_sheet_03.png,2,0,2,600,0,300,300
new-03-004,1960s Czech Cutout Animation,3,clio_new_styles_sheet_03.png,3,0,3,900,0,300,300
new-03-005,1970s Educational Cel Cartoon,3,clio_new_styles_sheet_03.png,4,0,4,1200,0,300,300
new-03-006,1980s Saturday-Morning Toy Ad,3,clio_new_styles_sheet_03.png,5,0,5,1500,0,300,300
new-03-007,1990s Direct-to-Video Fantasy,3,clio_new_styles_sheet_03.png,6,0,6,1800,0,300,300
new-03-008,Early-2000s Flash Web Cartoon,3,clio_new_styles_sheet_03.png,7,0,7,2100,0,300,300
new-03-009,Mid-2000s Music-Channel Ident,3,clio_new_styles_sheet_03.png,8,0,8,2400,0,300,300
new-03-010,Contemporary Motion-Poster Animation,3,clio_new_styles_sheet_03.png,9,0,9,2700,0,300,300
new-03-011,Paint-on-Glass Animation Frame,3,clio_new_styles_sheet_03.png,10,1,0,0,300,300,300
new-03-012,Pinscreen Animation Portrait,3,clio_new_styles_sheet_03.png,11,1,1,300,300,300,300
new-03-013,Sand-on-Glass Animation Still,3,clio_new_styles_sheet_03.png,12,1,2,600,300,300,300
new-03-014,Oil-on-Glass Morphing Art,3,clio_new_styles_sheet_03.png,13,1,3,900,300,300,300
new-03-015,Stratacut Clay Animation,3,clio_new_styles_sheet_03.png,14,1,4,1200,300,300,300
new-03-016,Replacement-Face Stop Motion,3,clio_new_styles_sheet_03.png,15,1,5,1500,300,300,300
new-03-017,Paper-Puppet Multiplane Scene,3,clio_new_styles_sheet_03.png,16,1,6,1800,300,300,300
new-03-018,Rotoscoped Pencil Boil,3,clio_new_styles_sheet_03.png,17,1,7,2100,300,300,300
new-03-019,Xerography Cel-Transfer Look,3,clio_new_styles_sheet_03.png,18,1,8,2400,300,300,300
new-03-020,Under-Camera Charcoal Animation,3,clio_new_styles_sheet_03.png,19,1,9,2700,300,300,300
new-03-021,British Girls-Annual Comic Art,3,clio_new_styles_sheet_03.png,20,2,0,0,600,300,300
new-03-022,Italian Fumetti Painted Cover,3,clio_new_styles_sheet_03.png,21,2,1,300,600,300,300
new-03-023,Spanish Adventure-Pulp Comic,3,clio_new_styles_sheet_03.png,22,2,2,600,600,300,300
new-03-024,German Picture-Story Modernism,3,clio_new_styles_sheet_03.png,23,2,3,900,600,300,300
new-03-025,Dutch Clear-Line Satire,3,clio_new_styles_sheet_03.png,24,2,4,1200,600,300,300
new-03-026,Scandinavian Newspaper Comic,3,clio_new_styles_sheet_03.png,25,2,5,1500,600,300,300
new-03-027,Argentine Sci-Fi Weekly Art,3,clio_new_styles_sheet_03.png,26,2,6,1800,600,300,300
new-03-028,Brazilian Youth-Comic Pop,3,clio_new_styles_sheet_03.png,27,2,7,2100,600,300,300
new-03-029,Mexican Romance-Fotonovela Drawn,3,clio_new_styles_sheet_03.png,28,2,8,2400,600,300,300
new-03-030,South-African Township Comic Graphic,3,clio_new_styles_sheet_03.png,29,2,9,2700,600,300,300
new-03-031,Sunday-Supplement Adventure Strip,3,clio_new_styles_sheet_03.png,30,3,0,0,900,300,300
new-03-032,Golden-Age Romance-Comic Soft Ink,3,clio_new_styles_sheet_03.png,31,3,1,300,900,300,300
new-03-033,Silver-Age Mystery-Comic Palette,3,clio_new_styles_sheet_03.png,32,3,2,600,900,300,300
new-03-034,Bronze-Age Occult-Comic Brushwork,3,clio_new_styles_sheet_03.png,33,3,3,900,900,300,300
new-03-035,Underground-Comix Domestic Scene,3,clio_new_styles_sheet_03.png,34,3,4,1200,900,300,300
new-03-036,Newspaper-Strip Wash Color,3,clio_new_styles_sheet_03.png,35,3,5,1500,900,300,300
new-03-037,Treasury-Edition Painted Comic,3,clio_new_styles_sheet_03.png,36,3,6,1800,900,300,300
new-03-038,Digest-Manga Paperback Texture,3,clio_new_styles_sheet_03.png,37,3,7,2100,900,300,300
new-03-039,Webcomic Infinite-Canvas Look,3,clio_new_styles_sheet_03.png,38,3,8,2400,900,300,300
new-03-040,Motion-Comic Parallax Frame,3,clio_new_styles_sheet_03.png,39,3,9,2700,900,300,300
new-03-041,French Animated-Feature Gouache,3,clio_new_styles_sheet_03.png,40,4,0,0,1200,300,300
new-03-042,Hungarian Folk-Animation Graphic,3,clio_new_styles_sheet_03.png,41,4,1,300,1200,300,300
new-03-043,Polish Poster-Animation Hybrid,3,clio_new_styles_sheet_03.png,42,4,2,600,1200,300,300
new-03-044,Yugoslav Zagreb-School Minimalism,3,clio_new_styles_sheet_03.png,43,4,3,900,1200,300,300
new-03-045,Romanian Paper-Collage Cartoon,3,clio_new_styles_sheet_03.png,44,4,4,1200,1200,300,300
new-03-046,Estonian Surreal Puppet Animation,3,clio_new_styles_sheet_03.png,45,4,5,1500,1200,300,300
new-03-047,Latvian Painted-Cel Fairytale,3,clio_new_styles_sheet_03.png,46,4,6,1800,1200,300,300
new-03-048,Lithuanian Graphic-Animation Look,3,clio_new_styles_sheet_03.png,47,4,7,2100,1200,300,300
new-03-049,Bulgarian Woodcut Cartoon,3,clio_new_styles_sheet_03.png,48,4,8,2400,1200,300,300
new-03-050,Georgian Theatrical Animation,3,clio_new_styles_sheet_03.png,49,4,9,2700,1200,300,300
new-03-051,Canadian Paint-on-Film Abstraction,3,clio_new_styles_sheet_03.png,50,5,0,0,1500,300,300
new-03-052,NFB Paper-Cut Documentary,3,clio_new_styles_sheet_03.png,51,5,1,300,1500,300,300
new-03-053,Australian Bush-Story Cartoon,3,clio_new_styles_sheet_03.png,52,5,2,600,1500,300,300
new-03-054,New-Zealand Ink-Wash Animation,3,clio_new_styles_sheet_03.png,53,5,3,900,1500,300,300
new-03-055,Pacific Tapa-Pattern Cartoon,3,clio_new_styles_sheet_03.png,54,5,4,1200,1500,300,300
